Protein A (gene name)	Protein B (gene name)	PubMed ID	Source databases
Gatad2b	Zbtb7a	26816381	MI:0465(dip)
Gba	Lamp2	18022370	"psi-mi:""MI:0469""(IntAct)"
Gba	Scarb2	18022370	"psi-mi:""MI:0469""(IntAct)"
Gbp2	Sqstm1	21757726	"psi-mi:""MI:0463""(biogrid)"
Gbp2	Iigp1	21757726	"psi-mi:""MI:0463""(biogrid)"
Gch1	Ubc	22984419	"psi-mi:""MI:0463""(biogrid)"
Gck	Prkaca	12931191	"psi-mi:""MI:0463""(biogrid)"
Gck	Wasf1	12931191	"psi-mi:""MI:0463""(biogrid)"
Gck	Bad	12931191	"psi-mi:""MI:0463""(biogrid)"
Gckr	Gck	26620281	"psi-mi:""MI:0463""(biogrid)"
Gclc	Gclm	16081425	"psi-mi:""MI:0463""(biogrid)"
Gcn1l1	Impact	15937339	"psi-mi:""MI:0463""(biogrid)"
Gdf5	Htra1	14973287	"psi-mi:""MI:0463""(biogrid)"
Gdf7	Bmp7	12741987	"psi-mi:""MI:0463""(biogrid)"
Gdi1	Dnajc5	MINT-6825870|12426384	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gdi1	Hsp90aa1	12426384|MINT-6825870	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gdi1	Hspa1a	12426384|MINT-6825870	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gdi1	Rab3a	12426384|MINT-6825870	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gdi2	Rab6a	7782346	MI:0465(dip)
Gdi2	Dzip1	25860027	MI:0465(dip)
Gem	Ywhaz	17605760|MINT-8007871	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gemin2	Ctbp2	12714599	"psi-mi:""MI:0463""(biogrid)"
Gemin2	Smad5	12714599	"psi-mi:""MI:0463""(biogrid)"
Gfap	Ywhaz	MINT-8007658|17032734	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gfi1	Chaf1a	21570500	"psi-mi:""MI:0486""(UniProt)"
Gfi1	Rag1	22201127	"psi-mi:""MI:1264""(NTNU)"
Gfi1	Pias3	11060035	"psi-mi:""MI:0486""(UniProt)"
Gfi1	Rela	20547752	"psi-mi:""MI:0486""(UniProt)"
Gfi1	Spi1	17197705	"psi-mi:""MI:0486""(UniProt)"
Gfi1	Tp53	23410974	"psi-mi:""MI:0469""(IntAct)"
Gfi1	U2af1l4	16819553	"psi-mi:""MI:0486""(UniProt)"
Gfi1b	Rcor3	17707228|17707228	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0463""(biogrid)"
Gfi1b	Ehmt2	16688220|16688220	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gfi1b	Hdac1	17707228|17707228	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0463""(biogrid)"
Gfi1b	Rcor2	17707228|17707228	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0486""(UniProt)"
Gfi1b	Suv39h1	16688220|16688220	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gfi1b	Rcor1	17707228	"psi-mi:""MI:0486""(UniProt)"
Gfi1b	Hdac2	17707228|17707228	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0463""(biogrid)"
Gfi1b	Kdm1a	17707228|17707228	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0463""(biogrid)"
Gfi1b	Rag1	22201127	"psi-mi:""MI:1264""(NTNU)"
Gfi1b	Foxo1	22201127	"psi-mi:""MI:1264""(NTNU)"
Gga1	Cnst	19864490	"psi-mi:""MI:0469""(IntAct)"
Gga2	Cnst	19864490	"psi-mi:""MI:0469""(IntAct)"
Ggn	Fancl	12574169	"psi-mi:""MI:0463""(biogrid)"
Ggn	Ggn	12574169	"psi-mi:""MI:0463""(biogrid)"
Ggn	Oaz3	15642376|15642376	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ggn	Ggnbp1	15642376	"psi-mi:""MI:0471""(MINT)"
Ggn	Ggnbp2	15642376|15642376	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ggn	Ggnbp1	15642376	"psi-mi:""MI:0471""(MINT)"
Ggnbp1	Gm4275	20356838	"psi-mi:""MI:0463""(biogrid)"
Ggnbp1	Ggn	15642376|15642376	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ggnbp2	Ggn	15642376|15642376	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ghr	Stat5a	8702683	MI:0465(dip)
Ghr	Stat5b	8923468	MI:0465(dip)
Ghrhr	Ghrh	10537133	"psi-mi:""MI:0463""(biogrid)"
Gigyf1	Igf1	12771153|12771153	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gigyf1	Grb10	12771153|12771153	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gigyf2	Grb10	12771153|12771153	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gimap3	Bcl2	16509771	MI:0465(dip)
Gimap5	Bcl2	16509771	MI:0465(dip)
Gins4	Gins1	16338220	"psi-mi:""MI:0463""(biogrid)"
Gipc1	Nrp1	15978582|10414980|10414980|15978582	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gipc1	Plekhg5	16467373	"psi-mi:""MI:0463""(biogrid)"
Gipc1	Myo6	16819522	"psi-mi:""MI:0463""(biogrid)"
Gipc1	Gipc1	16908842	MI:0465(dip)
Gipc2	Sema4c	10318831	"psi-mi:""MI:0486""(UniProt)"
Gipc2	Sema4b	10318831	"psi-mi:""MI:0486""(UniProt)"
Git1	Snx6	18523162	"psi-mi:""MI:0463""(biogrid)"
Gja1	Eps15	25605500	"psi-mi:""MI:0463""(biogrid)"
Gja1	Map1lc3a	25605500	"psi-mi:""MI:0463""(biogrid)"
Gja1	Nbr1	25605500	"psi-mi:""MI:0463""(biogrid)"
Gja1	Tsg101	19210987	"psi-mi:""MI:0463""(biogrid)"
Gja1	Gjc1	18055446	"psi-mi:""MI:0469""(IntAct)"
Gja1	Pik3c3	24705551	MI:0465(dip)
Gja1	Dbn1	15084279	"psi-mi:""MI:0469""(IntAct)"
Gja1	Itga5	24563481	"psi-mi:""MI:0469""(IntAct)"
Gja1	Prkcd	20338032	"psi-mi:""MI:0469""(IntAct)"
Gja1	Src	21282606	MI:0465(dip)
Gja1	Sqstm1	25605500	"psi-mi:""MI:0463""(biogrid)"
Gja1	Vcl	24413171	"psi-mi:""MI:0469""(IntAct)"
Gja1	Atg14	24705551	MI:0465(dip)
Gja1	Pik3r4	24705551	MI:0465(dip)
Gja1	Prkce	20338032	"psi-mi:""MI:0469""(IntAct)"
Gja1	Gjb3	18055446	"psi-mi:""MI:0469""(IntAct)"
Gja1	Atg16l1	24705551	MI:0465(dip)
Gja1	Cnst	19864490	"psi-mi:""MI:0469""(IntAct)"
Gjb1	Cnst	19864490	"psi-mi:""MI:0469""(IntAct)"
Gjb2	Cnst	19864490	"psi-mi:""MI:0469""(IntAct)"
Gjb3	Cnst	19864490	"psi-mi:""MI:0469""(IntAct)"
Gjb3	Gja1	18055446	"psi-mi:""MI:0469""(IntAct)"
Gjb6	Cnst	19864490	"psi-mi:""MI:0469""(IntAct)"
Gjb6	Tjp1	MINT-5217844|16045494	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gjc1	Gja1	18055446	"psi-mi:""MI:0469""(IntAct)"
Gjc1	Tsg101	19210987	"psi-mi:""MI:0463""(biogrid)"
Gjc2	Ybx3	16045494|MINT-5217844	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gjd3	Tsg101	19210987	"psi-mi:""MI:0463""(biogrid)"
Gkap1	Prkg1	10671526	"psi-mi:""MI:0463""(biogrid)"
Glg1	Sele	11404363|20439727	MI:0974(innatedb)|MI:0465(dip)
Gli1	Sufu	21076395|10531011	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Gli1	Bcor	25490446	"psi-mi:""MI:0469""(IntAct)"
Gli1	Sirt1	25490446	"psi-mi:""MI:0469""(IntAct)"
Gli1	Hist1h1e	25490446	"psi-mi:""MI:0469""(IntAct)"
Gli1	Smarcb1	21076395	"psi-mi:""MI:0463""(biogrid)"
Gli1	Hist1h4h	25490446	"psi-mi:""MI:0469""(IntAct)"
Gli1	Smarce1	21076395	"psi-mi:""MI:0463""(biogrid)"
Gli1	Bcl6	25490446	"psi-mi:""MI:0469""(IntAct)"
Gli1	Smarcc2	21076395	"psi-mi:""MI:0463""(biogrid)"
Gli2	Zic2	21211521	"psi-mi:""MI:0463""(biogrid)"
Gli2	Tulp3	19286674	"psi-mi:""MI:0463""(biogrid)"
Gli2	Sumo2	22549777	"psi-mi:""MI:0463""(biogrid)"
Gli2	Sufu	20463034	"psi-mi:""MI:0463""(biogrid)"
Gli2	Ubc	20463034	"psi-mi:""MI:0463""(biogrid)"
Gli2	Pias1	22549777	"psi-mi:""MI:0463""(biogrid)"
Gli2	Hdac5	22549777	"psi-mi:""MI:0463""(biogrid)"
Gli2	Hdac4	22549777	"psi-mi:""MI:0463""(biogrid)"
Gli2	Spop	20463034	"psi-mi:""MI:0463""(biogrid)"
Gli2	Btrc	16611981	"psi-mi:""MI:0463""(biogrid)"
Gli3	Twist1	12142027	"psi-mi:""MI:0463""(biogrid)"
Gli3	Zic3	22234993	"psi-mi:""MI:0463""(biogrid)"
Gli3	Ubc	20463034	"psi-mi:""MI:0463""(biogrid)"
Gli3	Sumo2	22549777	"psi-mi:""MI:0463""(biogrid)"
Gli3	Sufu	20463034	"psi-mi:""MI:0463""(biogrid)"
Gli3	Spop	20463034	"psi-mi:""MI:0463""(biogrid)"
Gli3	Smo	12435628	"psi-mi:""MI:0463""(biogrid)"
Glis2	Ctbp1	16326862	"psi-mi:""MI:0463""(biogrid)"
Glrb	Gphn	MINT-8295076|17347650|21829170|17347650	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Glrx3	Ciapin1	21513700	"psi-mi:""MI:0469""(IntAct)"
Gls	Gls	22228304	MI:0465(dip)
Gm10284	Pml	9794812	MI:0974(innatedb)
Gm10284	Trf	17121833 	MI:0974(innatedb)
Gm10284	Map1b	17521179 	MI:0974(innatedb)
Gm12892	Wbp11	14640981	"psi-mi:""MI:0463""(biogrid)"
Gm12892	Gli2	16611981	"psi-mi:""MI:0463""(biogrid)"
Gm20498	Acvr2a	16648306|11451568	MI:0974(innatedb)|MI:0974(innatedb)
Gm28047	Ehmt2	26322480	MI:0974(innatedb)
Gm4275	Abt1	20356838	"psi-mi:""MI:0463""(biogrid)"
Gm4275	Ggnbp1	20356838	"psi-mi:""MI:0463""(biogrid)"
Gm5124	Gm5124	17873058	MI:0465(dip)
Gmcl1	Gmcl1	9878064	"psi-mi:""MI:0463""(biogrid)"
Gmcl1	Tsg101	12927808	"psi-mi:""MI:0463""(biogrid)"
Gmcl1	Tmpo	11591818	"psi-mi:""MI:0463""(biogrid)"
Gmnn	Hoxc9	14973489|14973489	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Gmnn	Hoxd10	14973489|14973489	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Gmnn	Hoxa10	14973489|14973489	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Gmnn	Scmh1	14973489|23207902	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Gmnn	Phc1	14973489	"psi-mi:""MI:0463""(biogrid)"
Gmnn	Hoxa11	14973489	"psi-mi:""MI:0469""(IntAct)"
Gmnn	Hoxa11	14973489	"psi-mi:""MI:0463""(biogrid)"
Gmnn	Cdt1	15286659|14973489|12192004	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Gmnn	Hoxc8	14973489|14973489	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Gmnn	Tfap4	16924111	MI:0465(dip)
Gmnn	Hoxa7	14973489|14973489	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Gmnn	Hoxb7	14973489|14973489	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Gna13	Cdh1	16368433	"psi-mi:""MI:0463""(biogrid)"
Gnao1	Pcp2	10196137	"psi-mi:""MI:0463""(biogrid)"
Gnao1	Rgs16	18434540	MI:0465(dip)
Gnao1	Ldha	10196137	"psi-mi:""MI:0463""(biogrid)"
Gnao1	Gpsm2	10196137	"psi-mi:""MI:0463""(biogrid)"
Gnb1	Dync1i1	12359736	"psi-mi:""MI:0463""(biogrid)"
Gnb1	Gng2	8550614	"psi-mi:""MI:0463""(biogrid)"
Gnb1	Gnb2l1	12359736	"psi-mi:""MI:0463""(biogrid)"
Gnb1	Gnao1	8550614	"psi-mi:""MI:0463""(biogrid)"
Gnb2l1	Ikbkb	24323043	MI:0974(innatedb)
Gnb2l1	Chuk	24323043	MI:0974(innatedb)
Gnb2l1	Pias2	MINT-8297865	"psi-mi:""MI:0471""(MINT)"
Gnb4	Gng4	8636150	MI:0465(dip)
Gnb5	Rgs9	18204463	MI:0465(dip)
Gng2	Gnao1	8550614	"psi-mi:""MI:0463""(biogrid)"
Gng4	Gnb5	8636150	MI:0465(dip)
Gnrh1	Tra2a	16249178	"psi-mi:""MI:0469""(IntAct)"
Golga1	Lamp1	20871593|MINT-8086460	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Golga1	Vti1b	20871593|MINT-8086460	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Golga1	Gopc	11520064|11520064	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Golga1	Cenpf	18827011	"psi-mi:""MI:0469""(IntAct)"
Golga2	Stk25	21111240	"psi-mi:""MI:0469""(IntAct)"
Golga3	Tsnax	12036294	"psi-mi:""MI:0463""(biogrid)"
Gon4l	Yy1	21454521	"psi-mi:""MI:0463""(biogrid)"
Gon4l	Hdac1	21454521	"psi-mi:""MI:0463""(biogrid)"
Gon4l	Sin3a	21454521	"psi-mi:""MI:0463""(biogrid)"
Gopc	Becn1	12372286|12372286	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gopc	Fzd8	11520064|11520064	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gopc	Gopc	11520064|11520064|11520064	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)"
Gopc	Grid2	12372286|12372286	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gorab	Scyl1	12783284	"psi-mi:""MI:0463""(biogrid)"
Gpbp1	Gtf2b	14612417	"psi-mi:""MI:0463""(biogrid)"
Gpbp1	Polr2a	14612417	"psi-mi:""MI:0463""(biogrid)"
Gpbp1	Crebbp	14612417	"psi-mi:""MI:0463""(biogrid)"
Gpbp1	Tbp	14612417	"psi-mi:""MI:0463""(biogrid)"
Gpbp1	Gtf2f2	14612417	"psi-mi:""MI:0463""(biogrid)"
Gphn	Pin1	17347650|17347650	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gpi1	Parp14	17875708	"psi-mi:""MI:0463""(biogrid)"
Gpr17	Cysltr1	19561298|19561298	"psi-mi:""MI:0463""(biogrid)|MI:0465(dip)"
Gpr98	Myo7a	17567809	"psi-mi:""MI:0463""(biogrid)"
Gprasp1	Becn2	23954414	"psi-mi:""MI:0469""(IntAct)"
Gps1	Cops7b	MINT-8046248|20974137	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gps1	Cops3	20974137|MINT-8046248	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gps1	Sap130	18173839	"psi-mi:""MI:0463""(biogrid)"
Gps1	Cops5	20974137|MINT-8046248	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gps1	Cops8	20974137|11114242|18173839|MINT-8046248	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Gps1	Cops6	20974137|MINT-8046248	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gps2	Rfx4	18218630	"psi-mi:""MI:0463""(biogrid)"
Grap2	Map4k1	15100220|15100220|15100220	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Grap2	Kit	9872323	"psi-mi:""MI:0463""(biogrid)"
Grap2	Usp8	12176364|12176364	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grap2	Blnk	12176364|12176364	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grap2	Shc1	9872323	"psi-mi:""MI:0463""(biogrid)"
Grap2	Csf1r	9857184|9857184	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grap2	Ptpn23	19523899	MI:0465(dip)
Grasp	Cyth2	10828067	"psi-mi:""MI:0463""(biogrid)"
Grasp	Cyth3	10828067	"psi-mi:""MI:0463""(biogrid)"
Grb10	Irs2	12783867	"psi-mi:""MI:0463""(biogrid)"
Grb10	Raf1	17535812	MI:0974(innatedb)
Grb10	Nedd4	10446181|10446181|10446181	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Grb10	Kit	11809791	MI:0974(innatedb)
Grb2	Prnp	11571277	"psi-mi:""MI:0463""(biogrid)"
Grb2	Shc1	7529871|7529871	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grb2	Cd22	10373493	"psi-mi:""MI:0469""(IntAct)"
Grb2	Frs2	9182757|9182757	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grb2	Adam12	11127814|11127814	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grb2	Ptpn11	11684012|11684012	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grb2	Spry2	11585837	"psi-mi:""MI:0463""(biogrid)"
Grb2	Sos1	8479540|8479540|9569023	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0486""(UniProt)"
Grb2	Ptpra	7518772|7518772	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grb2	Spry1	11585837	"psi-mi:""MI:0463""(biogrid)"
Grb2	Snta1	11551227|11551227	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grb2	Dab2	9569023	"psi-mi:""MI:0486""(UniProt)"
Grb2	Ajuba	15630473	MI:0465(dip)
Grb2	Kif26a	19914172	"psi-mi:""MI:0469""(IntAct)"
Grb2	Nf2	16405865	"psi-mi:""MI:0463""(biogrid)"
Grb2	Khdrbs1	7799925|10077576	"MI:0465(dip)|psi-mi:""MI:0486""(UniProt)"
Grb2	Gab1	10871282|10871282	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grb2	Egfr	9363897|17372273	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Grb2	Pik3r1	9174058	"psi-mi:""MI:0463""(biogrid)"
Grb2	Sos2	15953601	"psi-mi:""MI:0469""(IntAct)"
Grb2	Dvl2	19920076	"psi-mi:""MI:0463""(biogrid)"
Grb2	Prnp	MINT-7219199|15301538	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grb2	Ephb2	16298995	"psi-mi:""MI:0469""(IntAct)"
Grb2	Met	17449471|15314156	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Grb2	Themis	19805304	MI:0465(dip)
Grb2	Cbl	17372273|21703542|9174058	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Grb7	Tia1	18273060|18273060|18273060	"psi-mi:""MI:0471""(MINT)|MI:0974(innatedb)|psi-mi:""MI:0471""(MINT)"
Grb7	Elavl1	18273060|18273060|18273060	"psi-mi:""MI:0471""(MINT)|MI:0974(innatedb)|psi-mi:""MI:0471""(MINT)"
Grb7	Ptk2	17318180|17318180	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grb7	Lrp1b	19071120|MINT-6801000	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grb7	Tek	10521483|MINT-7029197	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grem2	Grem2	23850456	MI:0465(dip)
Gria1	Grin1	17018287	"psi-mi:""MI:0463""(biogrid)"
Gria1	Adrb2	19942860|MINT-7720085	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gria1	Grin2a	17018287	"psi-mi:""MI:0463""(biogrid)"
Gria1	Cacng2	20805473	MI:0465(dip)
Gria1	Sqstm1	19004011	"psi-mi:""MI:0463""(biogrid)"
Gria1	Lrp1	23760271	"psi-mi:""MI:0463""(biogrid)"
Gria1	Grin2c	17018287	"psi-mi:""MI:0463""(biogrid)"
Gria1	Eps8	17018287	"psi-mi:""MI:0463""(biogrid)"
Gria2	Gria1	14687553|15883194	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Gria2	Grip1	12458226|12458226|21496646	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0469""(IntAct)"
Gria2	Cacng2	15883194	"psi-mi:""MI:0463""(biogrid)"
Gria2	Gria3	14687553	"psi-mi:""MI:0463""(biogrid)"
Gria2	Dlg4	15883194	"psi-mi:""MI:0463""(biogrid)"
Gria2	Atad1	21496646	"psi-mi:""MI:0469""(IntAct)"
Gria2	Hspa5	15883194	"psi-mi:""MI:0463""(biogrid)"
Gria2	Sqstm1	19004011|19004011	"MI:0974(innatedb)|psi-mi:""MI:0463""(biogrid)"
Gria2	Pick1	10340301	"psi-mi:""MI:0486""(UniProt)"
Gria3	Sqstm1	19004011|19004011	"psi-mi:""MI:0463""(biogrid)|MI:0974(innatedb)"
Grid1	Gopc	12372286|12372286	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grid2	Becn1	12372286|12372286	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grid2	Gopc	12372286|12372286	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grid2ip	Grid2	16168524	"psi-mi:""MI:0463""(biogrid)"
Grik1	Grik2	17174564	"psi-mi:""MI:0463""(biogrid)"
Grik2	Grik3	15805114	"psi-mi:""MI:0463""(biogrid)"
Grik3	Grik2	15805114	"psi-mi:""MI:0463""(biogrid)"
Grik4	Grik3	12954862	"psi-mi:""MI:0463""(biogrid)"
Grik4	Grik2	12954862	"psi-mi:""MI:0463""(biogrid)"
Grin1	Grin2a	19243221|16554481|14645471|9003035	"MI:0465(dip)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Grin1	Lrp8	16332682	"psi-mi:""MI:0469""(IntAct)"
Grin1	Fbxo2	17494702	MI:0974(innatedb)
Grin1	Neto1	19243221	MI:0465(dip)
Grin1	Dlg4	19240213	MI:0465(dip)
Grin1	Lrp1	23760271	"psi-mi:""MI:0463""(biogrid)"
Grin1	Grin2b	9003035|14645471|16554481	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Grin2a	Grin1	16554481|14645471|17018287	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Grin2a	Dlg4	19240213	MI:0465(dip)
Grin2a	Eps8	17018287	"psi-mi:""MI:0463""(biogrid)"
Grin2a	Grin2b	14645471|16554481	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Grin2a	Il16	10479680	MI:0974(innatedb)
Grin2a	Lrp1	23760271	"psi-mi:""MI:0463""(biogrid)"
Grin2a	Neto1	19243221	MI:0465(dip)
Grin2a	Grin2c	17018287	"psi-mi:""MI:0463""(biogrid)"
Grin2b	Grin2b	20141836	"psi-mi:""MI:0469""(IntAct)"
Grin2b	Neto1	19243221	MI:0465(dip)
Grin2b	Grin1	14645471|16554481|20141836|19243221	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)|MI:0465(dip)"
Grin2b	Grin2a	16554481|14645471	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Grin2b	Lrp1	23760271	"psi-mi:""MI:0463""(biogrid)"
Grin2b	Dlg4	16710293|17950729|20141836|16710293|17950729|19240213	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|MI:0465(dip)"
Grin2b	Dapk1	20141836	"psi-mi:""MI:0469""(IntAct)"
Grin2b	Actn2	16710293|16710293	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grin2b	Camk2a	20141836|16710293|16710293	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grin2b	Ap2a1	16710293|16710293	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grip1	Actn2	15072553	"psi-mi:""MI:0463""(biogrid)"
Grip1	Vdr	12529369	"psi-mi:""MI:0486""(UniProt)"
Grip1	Esr1	8643509	"psi-mi:""MI:0463""(biogrid)"
Grip1	Ar	8643509	"psi-mi:""MI:0463""(biogrid)"
Grip1	Gria2	MINT-8299421|12458226	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grip1	Kat2b	17389641	"psi-mi:""MI:0463""(biogrid)"
Grip1	Gria2	21847098|12458226	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grip1	Nr3c1	8643509	"psi-mi:""MI:0463""(biogrid)"
Grip1	Nrip1	17389641	"psi-mi:""MI:0463""(biogrid)"
Grip1	Lrrfip1	16990252	"psi-mi:""MI:0469""(IntAct)"
Grip1	Ephb2	9883737	"psi-mi:""MI:0469""(IntAct)"
Grip1	Als2	17093100	"psi-mi:""MI:0463""(biogrid)"
Gripap1	Map3k1	17761173|17761173	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Gripap1	Mapk8	17761173|17761173	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Grk2	Ppp1r9b	18439408	"psi-mi:""MI:0486""(UniProt)"
Grk2	Opn4	22159583	"psi-mi:""MI:0469""(IntAct)"
